dim	coefficient
414	-0.027906719177428697
415	-0.04031352300195544
416	0.08336885803251824
417	0.11915987170009651
418	-0.011641051247355073
419	0.04781494914776736
420	-0.02692013792122757
421	0.032334513683799845
422	0.024218030138967138
423	0.03372751036411153
424	0.026276456060365487
425	-0.03552881722177843
426	0.04568553230150197
427	0.01563997230874411
428	0.12116872288866559
429	0.0964641367635692
430	0.01870371006077982
431	-0.016012438746248185
432	0.03244112814670937
433	0.027708075225293494
434	-0.025734228053004876
435	0.04760870374263076
436	0.016818087555598955
437	-0.0549749766211235
438	-0.006033032507675299
439	-0.02851637480016272
440	0.0016299570013861737
441	0.002800675192463969
442	-0.00478167608505853
443	0.020621017383535757
444	0.03580685151293142
445	-0.02752857840248544
446	0.0010857945747294213
447	0.07687907363393819
448	0.07612422245323618
449	-0.057706839899962184
450	0.04105583989792257
451	0.056890042308180754
452	-0.1229558512381727
453	-0.0541760638083707
454	0.06777501863947887
455	0.04623068193106568
456	-0.036295202752478474
457	-0.09353159679618106
458	0.053780311107495
459	-0.03885041712241293
460	0.04732919457504786
461	-0.030910125172663436
462	0.045151493851129924
463	-0.05531161093835458
464	-0.03900048150902577
465	-0.0002865527357462372
466	0.023317283234743722
467	0.055798605642057617
468	0.04673399660936284
469	0.06108795258065319
470	-0.061364051829538115
471	-0.029942407070075953
472	0.016247304698362098
473	0.0009731246800639901
474	0.03750986073818436
475	0.11694192545104753
476	0.07359543144687711
477	0.056505530312076196
478	0.04996172327630713
479	0.06726727180823575
480	0.13623455961433506
481	0.0038242808001518504
482	-0.053916727185834526
483	-0.04770538846291352
484	0.036281687126648324
485	0.041999225429960214
486	-0.03259342231438094
487	0.04311007092788863
488	-0.04984386950618757
489	0.06925860870880167
490	-0.048147537758285085
491	0.014036949339977898
492	0.011303660405359043
493	0.07456926682088404
494	-0.018435898399469724
495	-0.04102781461253499
496	-0.07219907122346787
497	0.024629074808788926
498	0.03164920355698817
499	0.017696780086315485
500	-0.011816298441534742
501	0.050980566859119614
502	-0.00957751822378066
503	0.012430550356169218
504	0.048196896689041986
505	0.07085204715874215
506	0.11055776238859617
507	0.03472773258247247
508	-0.036400010825802784
509	-0.017392005440163696
510	-0.004655310557285401
511	0.02885964013833655
512	-0.03625121801432758
513	0.05043424562211428
514	-0.020326062620693072
515	0.07578458263586454
516	0.006250891866962829
517	0.08428140799083009
518	-0.034526216535474025
519	0.07160088239549803
520	-0.03445860734686963
521	0.0344888861737659
522	0.0022987223918784286
523	0.05841356211188739
524	-0.03715698256946381
525	0.05040711868312329
526	-0.033557581250745455
527	0.07499395048459444
528	0.04319067738901833
529	-0.006634038936489277
530	-0.04487217623223932
531	0.044037049187490226
532	0.0458768886991307
533	-0.03818019485293859
534	0.02890642077796162
535	-0.024518880079158104
536	0.03465002020682518
537	-0.00904634262734039
538	0.059154279546190854
539	-0.015702202668047546
540	-0.10474470238300664
541	0.029443661273270003
542	-0.06987571430950225
543	0.005569498295740334
544	-0.03186920191834935
545	0.027460980405987715
546	0.03629966251009267
547	-0.07412854472003308
548	-0.004033606452064239
549	0.08309489654772013
550	0.06943793210319478
551	0.013624796881683264
552	0.05222042832479016
553	0.04447952028089632
554	-0.03585978219927998
555	-0.0459693730041591
556	0.010533772721969972
557	-0.014514803263984112
558	-0.00646296980339536
559	-0.06805259082055079
560	-0.003989327366196462
561	-0.0021539069803219926
562	-0.012906518099214993
563	0.03837905200589076
564	0.023730030218743252
565	0.023082155427260425
566	-0.018660187475207868
567	-0.030711049606639694
568	0.08484871069009081
569	-0.03492591016115908
570	0.05911499073303002
571	0.05090942075287995
572	0.06774787520246817
573	0.12813710710791062
574	0.05211401157988595
575	-0.011980865849850093
576	0.01242051206180732
577	0.06375114910920435
578	-0.01876372972415079
579	0.008195008792146779
580	0.03307337179176468
581	-0.047400886323247605
582	-0.004496745224046295
583	0.11145679982655918
584	-0.09559889081322846
585	0.05833462782163695
586	0.07766848696849904
587	0.02480440578336091
588	0.04900355032469389
589	0.03813512723447564
590	0.06507893456251322
591	-0.09425004938044707
592	0.018052957761596412
593	-0.08425928168506885
594	-0.002446231266825607
595	0.030465609167728742
596	0.028187376241291712
597	-0.15164139706841137
598	0.04560648325170792
599	-0.025417072220387308
600	0.0022703507580990843
601	0.06447800714960601
602	-0.014964678560319413
603	0.036427921975412836
604	-0.0040560502564508305
605	0.01310292351009023
606	-0.05101548940644235
607	0.03135198196052634
608	0.07168713744396064
609	0.010157103115035836
610	0.08639036598500391
611	0.08895049659075063
612	0.040108557620695866
613	-0.026437094165184197
614	-0.0026074007957156984
615	-0.0011340750258814723
616	-0.013145296025318703
617	0.01637785590733735
618	-0.03724708323571397
619	0.03287243523004552
620	0.018638400320097604
621	0.10535267815235234
622	0.06187277195308456
623	0.053792463110936474
624	0.043911413267524915
625	-0.057564487717815416
626	-0.01247147786259552
627	0.027742391700221775
628	-0.05314906395294609
629	-0.010127186991276677
630	0.008784977791264869
631	0.09062115037820573
632	0.0961628984252393
633	0.04554940623629824
634	-0.01547903727426472
635	-0.02029992058707308
636	-0.031239372386161795
637	0.06179203171302838
638	0.005176364632821003
639	-0.048728390790202206
640	-0.05167979828314836
641	0.02421959336222117
642	-0.03121474283760809
643	-0.03735324667172156
644	-0.00810532145362453
645	0.002220370541215596
646	-0.0609464887455734
647	-0.042030760206218445
648	0.02780502578534285
649	-0.021516383202900453
650	-0.03143968869828376
651	-0.018948159942481543
652	0.09482175739543615
653	-0.004721662173027452
654	0.09618692354090494
655	-0.07297509336744129
656	0.08068573495486184
657	-0.07672309368576632
658	-0.04053650819275717
659	0.0074798582636418295
660	0.11763944197122539
661	0.007178009576709457
662	-0.0516278598998589
663	-0.015524248763739406
664	0.02281932764028547
665	-0.00691273308874708
666	-0.08250619850699079
667	0.004962325482153297
668	0.022644258612227592
669	0.11337746011079099
670	-0.053983835259794444
671	0.00282370602214333
672	0.064821746149107
673	0.021232700434147874
674	0.05158060287676677
675	0.013139370787263478
676	-0.052830035623127936
677	0.0031299621952608193
678	0.018702480187512676
679	0.008958671619326829
680	0.06016454457755388
681	-0.006390753806672966
682	-0.020902046736873008
683	0.051761190862414576
684	0.06312573122495774
685	-0.09997084657714969
686	0.025907551928675054
687	-0.026519166800241578
688	0.043861826042998125
689	-0.053110597998354506
690	0.10655318898347746
691	0.02222928853279367
692	-0.03232157356498961
693	0.07636162084387352
694	0.17528120596359992
695	0.04083783966217867
696	0.07863008782970239
697	-0.02730789302284238
698	-0.0396971580954067
699	-0.06703296698211766
700	-0.024309972962351566
701	-0.035749821177481336
702	-0.0057182454385466645
703	-0.020862878115155012
704	0.18926718318833716
705	-0.021316630173077833
706	0.013015528065360023
707	-0.061480331140500166
708	0.01668138637279429
709	0.03628104375249222
710	0.07981455156995701
711	-0.018189521317370422
712	0.05743784119032838
713	0.0855572177586008
714	0.004134400693822281
715	0.10668493079993792
716	0.02797875885062793
717	0.03267349422420409
718	-0.008264163352321788
719	-0.01464847499735476
720	0.01729732668324223
721	-0.06340512862130532
722	0.1470671906286871
723	0.053705707401771455
724	-0.09956609027330299
725	0.01864731110192632
726	0.06342263069659551
727	0.03927253173047751
728	0.06107139881282845
729	-0.031865570339591864
730	0.043249279470510986
731	-0.016018852437526966
732	0.059578632882091836
733	-0.0025923488089670387
734	-0.0021907740848535386
735	0.0356443162803619
736	0.029917734486813296
737	0.024441789019056026
738	0.010562074803469525
739	0.03664832635688818
740	0.04710113373715992
741	0.001208911183059374
742	-0.054685823447635784
743	-0.06545214489301006
744	0.05104151666908251
745	0.013387854353331195
746	0.10866045328732954
747	0.10397618089855762
748	-0.056437063536258554
749	-0.0005485838076941434
750	-0.025058189563839116
751	-0.04980559179964058
752	0.08178768349761198
753	0.0014019600885542337
754	0.00991364743337662
755	0.026676433521273312
756	-0.016863203044181978
757	0.05886842249010445
758	0.03885097794611764
759	0.017439115650729677
760	0.024590392679200768
761	0.029773903817561106
762	0.10279393887898311
763	0.015261106337171362
764	0.023049948689276865
765	0.06380269441603043
766	-0.09035622742220906
767	0.060198330973794775
